recovery_query,err_without_check,check_query,recollect_query,err_with_check,total_query
1293,123,2396,3879,0,7568
1325,136,2460,4030,0,7815
1305,132,2494,4303,0,8102
1297,113,2318,3887,0,7502
1274,117,2554,4751,1,8579
1315,112,2358,3927,1,7600
1323,120,2514,4261,0,8098
1290,120,2420,4027,0,7737
1288,118,2374,3789,0,7451
1299,117,2346,3866,0,7511
1278,133,2634,4622,0,8534
1274,125,2484,4301,0,8059
1271,110,2396,4117,1,7784
1308,118,2466,3974,0,7748
1288,121,2352,3766,0,7406
1287,131,2476,4119,1,7882
1289,136,2464,4282,0,8035
1283,128,2414,4125,0,7822
1313,122,2548,4486,0,8347
1292,111,2364,3882,1,7538
1286,111,2416,3783,0,7485
1304,131,2462,4523,1,8289
1274,111,2460,3793,0,7527
1297,123,2576,4316,3,8189
1295,126,2410,4153,0,7858
1272,112,2492,4350,0,8114
1310,118,2440,4295,0,8045
1295,112,2432,4048,0,7775
1299,134,2528,4372,1,8199
1275,97,2358,3770,0,7403
1275,130,2418,3895,0,7588
1302,107,2488,4085,0,7875
1256,104,2426,3841,0,7523
1290,125,2500,4381,0,8171
1272,113,2364,3535,0,7171
1321,110,2378,3845,0,7544
1285,135,2476,4351,0,8112
1297,122,2350,4107,1,7754
1290,133,2540,4315,0,8145
1301,114,2448,4182,0,7931
1306,106,2466,4208,0,7980
1308,125,2396,3879,1,7583
1316,139,2434,4446,0,8196
1308,122,2494,4243,0,8045
1316,90,2390,4003,0,7709
1299,126,2332,3711,0,7342
1284,128,2362,3833,0,7479
1306,120,2384,3861,0,7551
1285,117,2418,4042,0,7745
1280,119,2480,4158,0,7918
1326,121,2346,3854,0,7526
1296,113,2354,3794,0,7444
1310,110,2470,4082,0,7862
1299,113,2432,3753,0,7484
1328,117,2434,4203,0,7965
1281,110,2480,3911,1,7672
1303,126,2440,4103,0,7846
1288,141,2444,4251,0,7983
1301,120,2424,4047,0,7772
1268,112,2410,4071,0,7749
1296,133,2466,4305,0,8067
1323,128,2562,4208,0,8093
1309,119,2490,4101,0,7900
1257,117,2420,4061,1,7738
1288,121,2394,3803,1,7485
1306,117,2582,4376,1,8264
1285,109,2326,3968,0,7579
1265,125,2366,3903,0,7534
1276,118,2376,3675,0,7327
1250,117,2388,3877,0,7515
1326,123,2412,4212,0,7950
1286,99,2448,3851,0,7585
1287,105,2488,3792,1,7567
1285,123,2472,4053,0,7810
1278,106,2478,4022,0,7778
1287,118,2350,3809,0,7446
1293,107,2446,4011,1,7750
1296,113,2448,3578,0,7322
1295,107,2462,3919,0,7676
1286,105,2566,4091,0,7943
1306,120,2432,4368,1,8106
1302,117,2334,3647,0,7283
1303,116,2410,4067,0,7780
1268,120,2406,4116,0,7790
1321,140,2398,4404,0,8123
1314,131,2434,4366,0,8114
1267,114,2344,3806,0,7417
1296,137,2416,4212,0,7924
1313,114,2412,3874,0,7599
1290,120,2480,4002,0,7772
1296,111,2398,3917,0,7611
1273,108,2304,3641,0,7218
1292,114,2436,3995,0,7723
1305,117,2472,4057,0,7834
1299,131,2466,4329,1,8094
1333,118,2404,3931,1,7668
1287,119,2316,3548,0,7151
1306,117,2438,4347,0,8091
1287,103,2406,3690,0,7383
1308,126,2494,4228,0,8030
1308,120,2498,4201,1,8007
1306,132,2460,4186,0,7952
1316,117,2500,4303,0,8119
1306,126,2372,3923,0,7601
1317,112,2548,4188,0,8053
1302,129,2478,4476,0,8256
1293,142,2444,4268,2,8005
1282,116,2392,3890,0,7564
1297,123,2432,3979,0,7708
1324,130,2494,4442,0,8260
1287,144,2468,4200,1,7955
1295,123,2376,4036,0,7707
1290,117,2400,3893,0,7583
1288,132,2496,4059,0,7843
1264,126,2372,3908,0,7544
1297,107,2438,3903,0,7638
1315,124,2376,3863,0,7554
1294,117,2378,3651,0,7323
1321,127,2422,4180,0,7923
1273,113,2332,3683,1,7288
1305,115,2404,4090,0,7799
1287,137,2492,4272,0,8051
1289,125,2428,4109,0,7826
1308,128,2326,3872,0,7506
1303,118,2402,3886,0,7591
1286,110,2444,3842,0,7572
1294,121,2360,3923,0,7577
1297,112,2388,3993,0,7678
1282,123,2340,3925,0,7547
1315,110,2440,3736,2,7491
1292,98,2440,3651,0,7383
1304,123,2348,3905,2,7557
1281,114,2252,3602,1,7135
1307,126,2388,4146,0,7841
1296,121,2448,4075,0,7819
1314,128,2462,4454,0,8230
1282,113,2440,3770,0,7492
1290,116,2478,3930,1,7698
1302,111,2324,3726,0,7352
1308,118,2452,4269,1,8029
1296,104,2282,3519,0,7097
1299,110,2332,3772,0,7403
1301,138,2486,4210,0,7997
1293,119,2460,4031,1,7784
1272,122,2402,3881,1,7555
1320,99,2430,3845,0,7595
1292,131,2404,3722,0,7418
1287,105,2310,3428,0,7025
1304,121,2448,3974,0,7726
1310,121,2252,3333,0,6895
1299,117,2418,4136,0,7853
1305,126,2428,4065,0,7798
1278,109,2426,3584,0,7288
1313,126,2434,3988,0,7735
1296,126,2464,4148,1,7908
1311,105,2382,3828,1,7521
1326,112,2422,4153,1,7901
1298,104,2452,4008,0,7758
1301,119,2500,4354,0,8155
1317,124,2436,4197,0,7950
1283,106,2356,3647,1,7286
1314,118,2396,3726,0,7436
1311,125,2434,4202,0,7947
1309,108,2476,4214,0,7999
1331,117,2422,3818,0,7571
1303,118,2394,3916,0,7613
1300,123,2344,3893,0,7537
1320,128,2440,4435,0,8195
1294,130,2562,4670,2,8526
1298,126,2460,3981,0,7739
1287,102,2360,3393,0,7040
1296,125,2452,4162,0,7910
1311,127,2476,4200,0,7987
1292,119,2434,4003,0,7729
1281,119,2452,4057,0,7790
1295,127,2494,4622,0,8411
1293,119,2322,3728,0,7343
1278,120,2520,4235,0,8033
1304,113,2388,3784,0,7476
1275,130,2266,3726,0,7267
1271,120,2352,3707,0,7330
1289,113,2416,4170,0,7875
1291,128,2368,3957,0,7616
1306,134,2454,4075,0,7835
1317,131,2620,4800,2,8737
1316,107,2370,3951,0,7637
1318,114,2348,3913,0,7579
1298,122,2406,4144,0,7848
1276,114,2440,4141,0,7857
1275,115,2332,3777,0,7384
1296,116,2332,4071,0,7699
1304,116,2282,3710,0,7296
1312,122,2462,3967,0,7741
1292,132,2402,4043,1,7737
1310,129,2486,4400,0,8196
1293,144,2498,4229,1,8020
1288,119,2460,4284,0,8032
1303,124,2452,4037,0,7792
1283,123,2554,4308,0,8145
1283,113,2326,3956,1,7565
1298,115,2464,4080,1,7842
1302,106,2414,3953,0,7669
1283,129,2452,4113,0,7848
1277,109,2402,3693,0,7372
1315,119,2488,4037,1,7840
1300,134,2450,4370,0,8120
1308,133,2446,4401,0,8155
1298,123,2448,3973,1,7719
1309,107,2350,3701,1,7360
1312,120,2358,3761,0,7431
1306,115,2302,3580,0,7188
1285,119,2316,3620,0,7221
1297,134,2398,4020,0,7715
1313,125,2402,3857,1,7572
1281,113,2440,3885,0,7606
1293,114,2486,3978,0,7757
1280,94,2332,3402,0,7014
1303,132,2534,4594,0,8431
1258,117,2366,3562,0,7186
1302,118,2384,3798,1,7484
1291,128,2370,4062,0,7723
1333,120,2492,4430,0,8255
1284,115,2362,3815,0,7461
1304,119,2354,3728,0,7386
1263,130,2382,3896,0,7541
1295,102,2462,4374,0,8131
1294,137,2488,4295,0,8077
1306,117,2388,3999,0,7693
1298,104,2384,4166,0,7848
1297,127,2394,3722,0,7413
1293,133,2388,3956,0,7637
1287,114,2500,4439,1,8226
1306,116,2338,3663,0,7307
1289,132,2508,4425,0,8222
1282,105,2504,4101,0,7887
1290,131,2504,4234,1,8028
1295,128,2394,3812,0,7501
1308,123,2590,4412,0,8310
1303,103,2456,4056,0,7815
1261,129,2494,4038,0,7793
1277,135,2398,4280,0,7955
1302,108,2448,4032,0,7782
1274,123,2448,3868,0,7590
1286,135,2426,4327,0,8039
1287,119,2502,4104,0,7893
1311,118,2276,3468,0,7055
1307,115,2444,4125,0,7876
1287,125,2378,3589,0,7254
1280,112,2430,3980,0,7690
1277,119,2334,3752,1,7363
1288,132,2336,4007,0,7631
1295,130,2428,4064,1,7787
1309,135,2592,4474,3,8375
1266,107,2434,3961,1,7661
1295,123,2414,4217,2,7926
1289,118,2458,4130,0,7877
1288,134,2452,4012,1,7752
1306,105,2388,3890,0,7584
1302,121,2376,3866,1,7544
1315,112,2472,4153,1,7940
1271,120,2450,4011,0,7732
1294,109,2526,4177,0,7997
1298,130,2530,4382,1,8210
1304,115,2508,4382,0,8194
1295,125,2464,4122,0,7881
1301,113,2402,4079,0,7782
1298,121,2510,4204,0,8012
1276,126,2422,4120,0,7818
1330,106,2362,3643,0,7335
1279,128,2532,4219,0,8030
1298,124,2368,3983,0,7649
1305,116,2498,4185,0,7988
1294,115,2388,3819,0,7501
1271,114,2352,3820,0,7443
1288,119,2372,3816,0,7476
1289,108,2374,3737,2,7400
1313,109,2426,4116,1,7855
1307,123,2494,4135,0,7936
1326,144,2492,4467,0,8285
1278,127,2474,4202,1,7954
1269,120,2480,3898,0,7647
1267,118,2324,3787,1,7378
1303,115,2408,3930,0,7641
1288,124,2484,4341,0,8113
1287,118,2400,3918,0,7605
1293,132,2374,3818,0,7485
1287,116,2456,4216,0,7959
1320,119,2408,3882,0,7610
1281,121,2442,3946,0,7669
1297,106,2302,3409,0,7008
1300,108,2380,3579,1,7259
1261,119,2482,3954,0,7697
1291,111,2398,3762,0,7451
1287,105,2400,3771,0,7458
1264,114,2322,3747,0,7333
1311,138,2478,4351,1,8140
1325,119,2594,4581,0,8500
1297,125,2418,4188,1,7903
1316,121,2348,3826,0,7490
1288,119,2318,3641,0,7247
1330,125,2316,3913,0,7559
1287,116,2398,3802,0,7487
1300,119,2430,4260,1,7990
1272,128,2424,3928,0,7624
1282,111,2514,4131,0,7927
1279,129,2398,4038,0,7715
1264,114,2340,3854,0,7458
1267,138,2458,4421,0,8146
1297,119,2534,4033,3,7864
1278,106,2374,3881,0,7533
1319,125,2426,4053,1,7798
1290,128,2424,3910,0,7624
1291,136,2462,4205,1,7958
1263,133,2408,3928,0,7599
1295,131,2350,3990,0,7635
1329,136,2380,3927,0,7636
1277,125,2322,3924,1,7523
1314,125,2476,4296,0,8086
1331,128,2382,4110,1,7823
1285,128,2380,3865,0,7530
1309,129,2398,4091,0,7798
1273,102,2418,3993,0,7684
1322,128,2456,4386,0,8164
1311,118,2502,4248,0,8061
1282,104,2468,4071,0,7821
1280,137,2350,3958,0,7588
1300,116,2498,4316,0,8114
1251,131,2570,4400,0,8221
1300,105,2564,4403,1,8267
1291,115,2564,4635,0,8490
1298,107,2468,4089,0,7855
1299,134,2412,4349,0,8060
1271,109,2396,3678,0,7345
1277,122,2276,3650,1,7203
1300,116,2410,4033,0,7743
1302,110,2396,4196,0,7894
1298,122,2374,3879,0,7551
1305,123,2510,4246,0,8061
1273,120,2356,3786,0,7415
1275,119,2334,3611,0,7220
1267,118,2412,4087,0,7766
1284,120,2416,3902,0,7602
1310,111,2406,3916,0,7632
1318,117,2446,4202,0,7966
1276,112,2292,3655,0,7223
1296,121,2358,3572,0,7226
1266,134,2506,4201,0,7973
1299,135,2460,4127,0,7886
1293,112,2428,4212,0,7933
1287,126,2382,4095,0,7764
1261,121,2398,3979,0,7638
1278,121,2386,3806,0,7470
1300,110,2468,4084,0,7852
1259,112,2396,3796,0,7451
1311,128,2498,4371,0,8180
1302,140,2556,4525,0,8383
1297,117,2384,4005,1,7686
1329,126,2414,4149,0,7892
1311,132,2332,4202,0,7845
1275,105,2426,3912,1,7613
1278,123,2364,3980,0,7622
1258,116,2300,3534,0,7092
1292,112,2424,4064,1,7780
1281,128,2370,3926,0,7577
1291,113,2458,4124,1,7873
1309,108,2460,3977,0,7746
1297,117,2410,4126,0,7833
1286,125,2458,4420,0,8164
1302,112,2340,3856,1,7498
1308,131,2420,4090,0,7818
1301,134,2500,4171,1,7972
1308,131,2556,4635,2,8499
1292,114,2394,3817,0,7503
1284,121,2458,3981,0,7723
1297,121,2466,4449,0,8212
1298,125,2506,4600,0,8404
1294,123,2468,3983,2,7745
1275,114,2290,3712,0,7277
1292,123,2382,3865,0,7539
1299,125,2370,4139,0,7808
1294,123,2488,4103,0,7885
1314,114,2534,4150,0,7998
1291,113,2426,4053,1,7770
1312,104,2438,3998,1,7748
1288,114,2320,3648,0,7256
1303,109,2408,3755,0,7466
1301,128,2450,4184,1,7935
1289,117,2414,3915,0,7618
1299,106,2302,3421,0,7022
1284,141,2406,4048,0,7738
1293,124,2396,4100,1,7789
1298,109,2288,3718,0,7304
1311,128,2258,3598,0,7167
1278,110,2522,4375,0,8175
1313,122,2462,4216,0,7991
1318,123,2320,3742,0,7380
1278,127,2418,4166,1,7862
1268,104,2304,3574,0,7146
1268,120,2420,3991,0,7679
1308,119,2528,4453,0,8289
1285,123,2424,3963,0,7672
1281,128,2412,4197,1,7890
1290,118,2410,3953,2,7653
1300,135,2412,4154,0,7866
1275,138,2604,4556,1,8435
1300,119,2436,4046,1,7782
1261,124,2424,3814,1,7499
1283,113,2368,3907,0,7558
1278,119,2360,3905,0,7543
1294,115,2452,4120,0,7866
1282,121,2402,3812,1,7496
1299,97,2318,3740,0,7357
1275,123,2406,3858,1,7539
1285,113,2436,4100,0,7821
1287,127,2536,4593,0,8416
1292,123,2420,4017,0,7729
1311,136,2376,4076,0,7763
1307,132,2484,4467,0,8258
1278,132,2484,4113,0,7875
1303,145,2454,4313,0,8070
1297,144,2544,4437,0,8278
1312,127,2480,4172,0,7964
1292,130,2444,3947,1,7683
1316,123,2528,4203,0,8047
1303,109,2452,4028,0,7783
1276,120,2450,4103,0,7829
1295,120,2510,4062,0,7867
1305,114,2464,4231,2,8000
1286,128,2384,3936,0,7606
1332,133,2452,3983,0,7767
1308,123,2346,3706,0,7360
1314,126,2544,4449,0,8307
1269,116,2390,3910,0,7569
1296,133,2342,4203,0,7841
1295,144,2532,4356,0,8183
1299,119,2346,3623,0,7268
1295,105,2386,3780,0,7461
1306,102,2324,3768,0,7398
1295,135,2430,4403,1,8128
1293,104,2368,3650,0,7311
1305,131,2480,4323,0,8108
1299,99,2350,3776,0,7425
1284,138,2326,4082,0,7692
1273,119,2402,4087,0,7762
1288,112,2432,4240,0,7960
1289,135,2364,3871,0,7524
1268,109,2578,4142,0,7988
1315,125,2416,4158,0,7889
1296,116,2550,4243,0,8089
1298,123,2544,4289,1,8131
1289,118,2444,3975,1,7708
1288,119,2400,3797,0,7485
1310,131,2398,3903,0,7611
1306,113,2316,3956,0,7578
1288,120,2386,3534,0,7208
1288,114,2476,4202,0,7966
1277,116,2318,3497,0,7092
1285,131,2414,4328,0,8027
1290,124,2418,4257,0,7965
1289,114,2498,4136,0,7923
1286,115,2418,3934,0,7638
1266,118,2422,3960,0,7648
1284,124,2342,3992,0,7618
1307,140,2576,4403,1,8286
1289,117,2358,3984,0,7631
1288,113,2394,4072,0,7754
1283,133,2618,4517,0,8418
1281,135,2436,4080,0,7797
1308,93,2396,3854,0,7558
1296,112,2496,4234,0,8026
1296,110,2492,3861,0,7649
1299,135,2472,4046,0,7817
1309,126,2512,4653,1,8474
1308,126,2418,4475,0,8201
1308,115,2266,3913,0,7487
1284,116,2382,3909,0,7575
1307,106,2396,4055,0,7758
1287,120,2518,4302,1,8107
1292,117,2444,4061,0,7797
1282,134,2424,4135,1,7841
1309,124,2424,4100,0,7833
1300,101,2310,3671,0,7281
1303,125,2392,3867,0,7562
1284,124,2372,3864,0,7520
1302,112,2368,4018,0,7688
1289,105,2418,3857,0,7564
1290,114,2390,4049,0,7729
1292,137,2494,4420,0,8206
1310,130,2404,3954,0,7668
1291,124,2376,3919,0,7586
1279,134,2440,4030,0,7749
1298,119,2456,4224,0,7978
1301,106,2328,3814,0,7443
1291,118,2386,4017,0,7694
1265,116,2472,4255,0,7992
1273,108,2416,3767,0,7456
1331,132,2512,4529,2,8372
1287,129,2440,4178,0,7905
1291,117,2354,3574,0,7219
1305,120,2356,3665,0,7326
1294,103,2450,4093,0,7837
1277,99,2380,3633,0,7290
1290,127,2386,4208,1,7884
1294,126,2470,4251,1,8015
1301,123,2456,4006,0,7763
1272,136,2442,4192,1,7906
1271,111,2360,3906,0,7537
1279,128,2338,3768,0,7385
1298,130,2300,3444,0,7042
1294,113,2328,3642,0,7264
1328,123,2524,4710,0,8562
1304,125,2498,4157,0,7959
1284,136,2454,4496,0,8234
1285,126,2408,4048,0,7741
1295,116,2452,3988,0,7735
1274,111,2500,4296,0,8070
1296,113,2452,3863,0,7611
1278,129,2502,4495,0,8275
1305,112,2482,3984,0,7771
1302,137,2486,4139,0,7927
1310,125,2486,4084,1,7880
1281,121,2432,3982,0,7695
1301,125,2482,4318,0,8101
1311,111,2444,4076,0,7831
1269,120,2548,4360,0,8177
1315,122,2500,4346,0,8161
1305,119,2392,4053,0,7750
1313,137,2488,4338,0,8139
1286,127,2360,3763,0,7409
1317,112,2368,3945,2,7630
1304,118,2428,4053,0,7785
1304,127,2374,4370,1,8048
1309,109,2416,3877,1,7602
1289,123,2438,4183,0,7910
1306,122,2494,4083,1,7883
1279,104,2356,3878,1,7513
1285,108,2370,4061,0,7716
1293,118,2338,3661,0,7292
1308,129,2388,3745,0,7441
1314,106,2438,3950,0,7702
1286,105,2326,3737,0,7349
1285,119,2332,3817,0,7434
1305,122,2350,4103,0,7758
1291,114,2336,3775,0,7402
1289,132,2342,3679,1,7310
1333,118,2368,3945,1,7646
1292,132,2396,4058,0,7746
1281,118,2312,3681,0,7274
1327,125,2428,3915,0,7670
1264,100,2328,3654,1,7246
1291,133,2352,3724,0,7367
1288,146,2452,4226,0,7966
1279,111,2394,3898,0,7571
1260,141,2588,4671,2,8519
1320,108,2516,4447,0,8283
1317,119,2400,3879,0,7596
1291,144,2450,4102,0,7843
1278,119,2348,3877,0,7503
1293,130,2418,3995,1,7706
1281,122,2408,4051,0,7740
1282,113,2464,4055,0,7801
1278,121,2448,3923,0,7649
1299,121,2436,4200,0,7935
1305,115,2454,3975,0,7734
1271,117,2470,4105,0,7846
1308,108,2434,3835,0,7577
1308,123,2506,4219,0,8033
1295,122,2396,4205,2,7896
1293,132,2370,3888,0,7551
1258,115,2336,3916,0,7510
1334,101,2502,4207,0,8043
1301,117,2484,4233,0,8018
1287,113,2436,4110,1,7833
1308,120,2420,4269,0,7997
1291,109,2388,4174,0,7853
1282,113,2436,3945,0,7663
1324,125,2494,4412,0,8230
1272,138,2526,4520,0,8318
1274,117,2450,4085,1,7809
1296,117,2388,3935,0,7619
1305,115,2430,4215,0,7950
1285,132,2454,4073,0,7812
1296,130,2438,3992,1,7726
1294,115,2384,4025,0,7703
1288,129,2518,4391,0,8197
1305,119,2518,4358,1,8181
1289,121,2390,4191,0,7870
1289,108,2442,4115,0,7846
1293,119,2474,4171,0,7938
1312,114,2434,4126,1,7872
1280,142,2482,4181,0,7943
1302,114,2368,3864,0,7534
1288,136,2402,4124,1,7814
1302,122,2276,3368,0,6946
1296,125,2496,4416,0,8208
1300,122,2464,4172,0,7936
1309,128,2422,4208,0,7939
1296,138,2398,4419,0,8113
1295,113,2370,4000,0,7665
1288,128,2358,3844,0,7490
1295,137,2434,4086,0,7815
1305,116,2450,3840,1,7595
1306,111,2434,4147,0,7887
1308,124,2422,3839,0,7569
1258,121,2312,3631,0,7201
1297,126,2424,3952,0,7673
1296,129,2386,4142,0,7824
1282,122,2366,3933,0,7581
1307,110,2480,4159,1,7946
1308,127,2356,3811,1,7475
1303,138,2400,4202,0,7905
1295,119,2552,4263,0,8110
1288,127,2474,4078,1,7840
1269,108,2338,3646,1,7253
1301,118,2396,3966,0,7663
1303,117,2428,4307,1,8038
1294,116,2478,4057,2,7829
1275,100,2336,3772,0,7383
1312,104,2400,3742,0,7454
1298,117,2474,4249,0,8021
1333,122,2528,4487,0,8348
1272,105,2476,4367,0,8115
1294,111,2492,4271,0,8057
1273,100,2262,3367,0,6902
1278,130,2390,4277,2,7945
1282,116,2396,3826,0,7504
1291,116,2322,3751,1,7364
1298,119,2384,3895,0,7577
1288,127,2396,3885,0,7569
1261,123,2446,4014,0,7721
1289,111,2306,3525,0,7120
1286,134,2496,3988,1,7770
1302,129,2448,4238,0,7988
1309,123,2516,4548,1,8373
1298,118,2444,4385,0,8127
1271,119,2398,4103,0,7772
1290,118,2438,4157,0,7885
1305,120,2274,3851,0,7430
1294,123,2504,4144,0,7942
1291,113,2464,3751,0,7506
1291,117,2376,3796,0,7463
1278,120,2416,4085,1,7779
1304,109,2422,3978,0,7704
1295,111,2356,3823,0,7474
1297,117,2466,4057,0,7820
1285,120,2342,3888,0,7515
1281,129,2378,3731,0,7390
1306,108,2444,4087,0,7837
1298,119,2400,4096,0,7794
1284,110,2476,4011,0,7771
1319,137,2404,4132,0,7855
1287,104,2418,3862,1,7567
1291,128,2520,4582,0,8393
1277,116,2490,4185,0,7952
1301,121,2436,3921,0,7658
